"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","156","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректности данных, возвращаемых при создании проекта","628","Создание проекта: проверка полей title и code","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","145","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка успешного удаления проекта и его недоступности после удаления.","746","Удаление проекта","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","47466","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","555","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка успешного создания проекта и возможности получить его по коду.","960","Создание проекта","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка позитивного сценария создания проекта","29564","Создание проекта и его удаление","Surefire suite","2026-06-12","passed","2026-06-12","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1438","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","28916","Создание тест-кейса через UI","Surefire suite","2026-06-12","failed","2026-06-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","75839","createTestSuite","Surefire suite","2026-06-12","failed","2026-06-12","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","41998","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5093","Фильтрация тест-кейсов по типу ","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка позитивного сценария добавления тест-кейса в проект.","825","Создание тест-кейса и получение его по id","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"","18117","Создание проекта без названия: проверка ошибки","Surefire suite","2026-06-12","passed","2026-06-12","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","1195","Удаление тест-кейса","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","969","Обновление тест-кейса: PATCH, поле type","Surefire suite","2026-06-12","passed","2026-06-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","48307","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
