"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешного удаления проекта и его недоступности после удаления.","899","Удаление проекта","Surefire suite","Tue Feb 10 13:08:02 UTC 2026","passed","Tue Feb 10 13:08:02 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","26153","Создание тест-кейса с разными входными данными","Surefire suite","Tue Feb 10 13:08:33 UTC 2026","passed","Tue Feb 10 13:08:59 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5725","Фильтрация тест-кейсов по типу ","Surefire suite","Tue Feb 10 13:07:50 UTC 2026","passed","Tue Feb 10 13:07:56 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка корректности данных, возвращаемых при создании проекта","531","Создание проекта: проверка полей title и code","Surefire suite","Tue Feb 10 13:08:01 UTC 2026","passed","Tue Feb 10 13:08:01 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","32285","createTestSuite","Surefire suite","Tue Feb 10 13:10:37 UTC 2026","passed","Tue Feb 10 13:11:10 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка успешного создания проекта и возможности получить его по коду.","534","Создание проекта","Surefire suite","Tue Feb 10 13:08:00 UTC 2026","passed","Tue Feb 10 13:08:00 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка позитивного сценария создания проекта","35115","Создание проекта и его удаление","Surefire suite","Tue Feb 10 13:09:49 UTC 2026","passed","Tue Feb 10 13:10:24 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка позитивного сценария добавления тест-кейса в проект.","1471","Создание тест-кейса и получение его по id","Surefire suite","Tue Feb 10 13:07:47 UTC 2026","passed","Tue Feb 10 13:07:48 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"","30613","Создание тест-кейса с разными входными данными","Surefire suite","Tue Feb 10 13:09:18 UTC 2026","passed","Tue Feb 10 13:09:49 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1510","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Tue Feb 10 13:07:56 UTC 2026","passed","Tue Feb 10 13:07:58 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","133","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Tue Feb 10 13:08:05 UTC 2026","passed","Tue Feb 10 13:08:06 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","991","Обновление тест-кейса: PATCH, поле type","Surefire suite","Tue Feb 10 13:07:58 UTC 2026","passed","Tue Feb 10 13:07:59 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","495","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Tue Feb 10 13:08:03 UTC 2026","passed","Tue Feb 10 13:08:03 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","1063","Удаление тест-кейса","Surefire suite","Tue Feb 10 13:07:49 UTC 2026","passed","Tue Feb 10 13:07:50 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"","12804","Создание проекта без названия: проверка ошибки","Surefire suite","Tue Feb 10 13:10:24 UTC 2026","passed","Tue Feb 10 13:10:37 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","750","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Tue Feb 10 13:08:04 UTC 2026","passed","Tue Feb 10 13:08:05 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","17511","Создание тест-кейса с разными входными данными","Surefire suite","Tue Feb 10 13:09:00 UTC 2026","failed","Tue Feb 10 13:09:17 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","26675","Создание тест-кейса через UI","Surefire suite","Tue Feb 10 13:08:06 UTC 2026","failed","Tue Feb 10 13:08:32 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
