"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50714","Создание тест-кейса с разными входными данными","Surefire suite","2026-05-29","passed","2026-05-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","14360","Создание проекта без названия: проверка ошибки","Surefire suite","2026-05-29","passed","2026-05-29","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","75651","createTestSuite","Surefire suite","2026-05-29","failed","2026-05-29","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1326","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка корректности данных, возвращаемых при создании проекта","465","Создание проекта: проверка полей title и code","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","47158","Создание тест-кейса с разными входными данными","Surefire suite","2026-05-29","passed","2026-05-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","941","Обновление тест-кейса: PATCH, поле type","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка успешного создания проекта и возможности получить его по коду.","439","Создание проекта","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка позитивного сценария создания проекта","42639","Создание проекта и его удаление","Surefire suite","2026-05-29","passed","2026-05-29","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","575","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","4663","Фильтрация тест-кейсов по типу ","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка успешного удаления проекта и его недоступности после удаления.","684","Удаление проекта","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","1100","Удаление тест-кейса","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","124","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","139","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","44444","Создание тест-кейса с разными входными данными","Surefire suite","2026-05-29","passed","2026-05-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария добавления тест-кейса в проект.","756","Создание тест-кейса и получение его по id","Surefire suite","2026-05-29","passed","2026-05-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","122834","Создание тест-кейса через UI","Surefire suite","2026-05-29","failed","2026-05-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
