"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","203","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Thu Feb 12 12:12:09 UTC 2026","passed","Thu Feb 12 12:12:09 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","53906","Создание тест-кейса через UI","Surefire suite","Thu Feb 12 12:12:10 UTC 2026","passed","Thu Feb 12 12:13:04 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка позитивного сценария создания проекта","25136","Создание проекта и его удаление","Surefire suite","Thu Feb 12 12:14:35 UTC 2026","passed","Thu Feb 12 12:15:00 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","31147","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 12:13:05 UTC 2026","passed","Thu Feb 12 12:13:36 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1239","Обновление тест-кейса: PATCH, поле type","Surefire suite","Thu Feb 12 12:12:01 UTC 2026","passed","Thu Feb 12 12:12:02 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","29985","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 12:13:36 UTC 2026","passed","Thu Feb 12 12:14:06 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка успешного удаления проекта и его недоступности после удаления.","962","Удаление проекта","Surefire suite","Thu Feb 12 12:12:06 UTC 2026","passed","Thu Feb 12 12:12:07 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1891","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Thu Feb 12 12:11:59 UTC 2026","passed","Thu Feb 12 12:12:01 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"","23794","createTestSuite","Surefire suite","Thu Feb 12 12:17:03 UTC 2026","passed","Thu Feb 12 12:17:27 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","6524","Фильтрация тест-кейсов по типу ","Surefire suite","Thu Feb 12 12:11:52 UTC 2026","passed","Thu Feb 12 12:11:58 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"","27578","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 12:14:07 UTC 2026","passed","Thu Feb 12 12:14:35 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария добавления тест-кейса в проект.","1655","Создание тест-кейса и получение его по id","Surefire suite","Thu Feb 12 12:11:48 UTC 2026","passed","Thu Feb 12 12:11:49 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"","122173","Создание проекта без названия: проверка ошибки","Surefire suite","Thu Feb 12 12:15:01 UTC 2026","failed","Thu Feb 12 12:17:03 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка успешного создания проекта и возможности получить его по коду.","764","Создание проекта","Surefire suite","Thu Feb 12 12:12:03 UTC 2026","passed","Thu Feb 12 12:12:04 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","196","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Thu Feb 12 12:12:09 UTC 2026","passed","Thu Feb 12 12:12:10 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","611","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Thu Feb 12 12:12:07 UTC 2026","passed","Thu Feb 12 12:12:08 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","1436","Удаление тест-кейса","Surefire suite","Thu Feb 12 12:11:50 UTC 2026","passed","Thu Feb 12 12:11:51 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка корректности данных, возвращаемых при создании проекта","616","Создание проекта: проверка полей title и code","Surefire suite","Thu Feb 12 12:12:05 UTC 2026","passed","Thu Feb 12 12:12:05 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
