"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка позитивного сценария создания проекта","7584","Создание проекта и его удаление","Surefire suite","Fri Oct 31 18:19:43 UTC 2025","passed","Fri Oct 31 18:19:51 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
" Проверка базового сценария создания удаления нового проекта","900","Создание и удаление проекта","Surefire suite","Fri Oct 31 18:18:19 UTC 2025","passed","Fri Oct 31 18:18:20 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"","5103","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Oct 31 18:19:51 UTC 2025","passed","Fri Oct 31 18:19:56 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","1114","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Oct 31 18:18:17 UTC 2025","passed","Fri Oct 31 18:18:18 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","11912","Создание тест-кейса с разными входными данными","Surefire suite","Fri Oct 31 18:19:18 UTC 2025","failed","Fri Oct 31 18:19:30 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","1244","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Oct 31 18:18:21 UTC 2025","passed","Fri Oct 31 18:18:22 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","40608","Создание тест-кейса через UI","Surefire suite","Fri Oct 31 18:18:23 UTC 2025","failed","Fri Oct 31 18:19:03 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","12144","Создание тест-кейса с разными входными данными","Surefire suite","Fri Oct 31 18:19:05 UTC 2025","failed","Fri Oct 31 18:19:17 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","12263","Создание тест-кейса с разными входными данными","Surefire suite","Fri Oct 31 18:19:30 UTC 2025","failed","Fri Oct 31 18:19:43 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","443","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Oct 31 18:18:20 UTC 2025","passed","Fri Oct 31 18:18:21 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
