"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","460","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Tue Feb 10 07:05:47 UTC 2026","passed","Tue Feb 10 07:05:48 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","97","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Tue Feb 10 07:05:49 UTC 2026","passed","Tue Feb 10 07:05:49 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка позитивного сценария создания проекта","24078","Создание проекта и его удаление","Surefire suite","Tue Feb 10 07:07:20 UTC 2026","passed","Tue Feb 10 07:07:44 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","31373","createTestSuite","Surefire suite","Tue Feb 10 07:07:56 UTC 2026","passed","Tue Feb 10 07:08:27 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка успешного удаления проекта и его недоступности после удаления.","571","Удаление проекта","Surefire suite","Tue Feb 10 07:05:47 UTC 2026","passed","Tue Feb 10 07:05:47 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","20121","Создание тест-кейса через UI","Surefire suite","Tue Feb 10 07:05:49 UTC 2026","passed","Tue Feb 10 07:06:09 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","14614","Создание тест-кейса с разными входными данными","Surefire suite","Tue Feb 10 07:07:05 UTC 2026","failed","Tue Feb 10 07:07:19 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","992","Удаление тест-кейса","Surefire suite","Tue Feb 10 07:05:37 UTC 2026","passed","Tue Feb 10 07:05:38 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","100","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Tue Feb 10 07:05:48 UTC 2026","passed","Tue Feb 10 07:05:48 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","11727","Создание проекта без названия: проверка ошибки","Surefire suite","Tue Feb 10 07:07:44 UTC 2026","passed","Tue Feb 10 07:07:56 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","1292","Создание тест-кейса и получение его по id","Surefire suite","Tue Feb 10 07:05:35 UTC 2026","passed","Tue Feb 10 07:05:36 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка успешного создания проекта и возможности получить его по коду.","493","Создание проекта","Surefire suite","Tue Feb 10 07:05:45 UTC 2026","passed","Tue Feb 10 07:05:45 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","819","Обновление тест-кейса: PATCH, поле type","Surefire suite","Tue Feb 10 07:05:44 UTC 2026","passed","Tue Feb 10 07:05:45 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка корректности данных, возвращаемых при создании проекта","464","Создание проекта: проверка полей title и code","Surefire suite","Tue Feb 10 07:05:46 UTC 2026","passed","Tue Feb 10 07:05:46 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","26782","Создание тест-кейса с разными входными данными","Surefire suite","Tue Feb 10 07:06:09 UTC 2026","passed","Tue Feb 10 07:06:36 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","27659","Создание тест-кейса с разными входными данными","Surefire suite","Tue Feb 10 07:06:36 UTC 2026","passed","Tue Feb 10 07:07:04 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","4187","Фильтрация тест-кейсов по типу ","Surefire suite","Tue Feb 10 07:05:38 UTC 2026","passed","Tue Feb 10 07:05:42 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1109","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Tue Feb 10 07:05:42 UTC 2026","passed","Tue Feb 10 07:05:43 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
