"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","861","Обновление тест-кейса: PATCH, поле type","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","132562","createTestSuite","Surefire suite","2026-06-05","failed","2026-06-05","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","42392","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-05","passed","2026-06-05","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","4349","Фильтрация тест-кейсов по типу ","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка успешного создания проекта и возможности получить его по коду.","479","Создание проекта","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","117","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","13025","Создание проекта без названия: проверка ошибки","Surefire suite","2026-06-05","passed","2026-06-05","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","665","Создание тест-кейса и получение его по id","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка позитивного сценария создания проекта","28644","Создание проекта и его удаление","Surefire suite","2026-06-05","passed","2026-06-05","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","1016","Удаление тест-кейса","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","114","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка успешного удаления проекта и его недоступности после удаления.","633","Удаление проекта","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","457","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1197","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка корректности данных, возвращаемых при создании проекта","453","Создание проекта: проверка полей title и code","Surefire suite","2026-06-05","passed","2026-06-05","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","41117","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-05","passed","2026-06-05","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","41128","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-05","passed","2026-06-05","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","28779","Создание тест-кейса через UI","Surefire suite","2026-06-05","failed","2026-06-05","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
