"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32945","createTestSuite","Surefire suite","Wed Feb 11 09:14:01 UTC 2026","passed","Wed Feb 11 09:14:34 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","1131","Удаление тест-кейса","Surefire suite","Wed Feb 11 09:09:05 UTC 2026","passed","Wed Feb 11 09:09:06 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка успешного удаления проекта и его недоступности после удаления.","697","Удаление проекта","Surefire suite","Wed Feb 11 09:09:17 UTC 2026","passed","Wed Feb 11 09:09:17 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","139","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Wed Feb 11 09:09:19 UTC 2026","passed","Wed Feb 11 09:09:19 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","122128","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 09:10:37 UTC 2026","failed","Wed Feb 11 09:12:39 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","29743","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 09:12:39 UTC 2026","passed","Wed Feb 11 09:13:09 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","905","Обновление тест-кейса: PATCH, поле type","Surefire suite","Wed Feb 11 09:09:13 UTC 2026","passed","Wed Feb 11 09:09:14 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1341","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Wed Feb 11 09:09:12 UTC 2026","passed","Wed Feb 11 09:09:13 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка позитивного сценария добавления тест-кейса в проект.","1343","Создание тест-кейса и получение его по id","Surefire suite","Wed Feb 11 09:09:03 UTC 2026","passed","Wed Feb 11 09:09:04 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка позитивного сценария создания проекта","37297","Создание проекта и его удаление","Surefire suite","Wed Feb 11 09:13:10 UTC 2026","passed","Wed Feb 11 09:13:47 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка корректности данных, возвращаемых при создании проекта","515","Создание проекта: проверка полей title и code","Surefire suite","Wed Feb 11 09:09:16 UTC 2026","passed","Wed Feb 11 09:09:16 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"Проверка успешного создания проекта и возможности получить его по коду.","506","Создание проекта","Surefire suite","Wed Feb 11 09:09:15 UTC 2026","passed","Wed Feb 11 09:09:15 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"","39788","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 09:09:57 UTC 2026","passed","Wed Feb 11 09:10:36 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","13178","Создание проекта без названия: проверка ошибки","Surefire suite","Wed Feb 11 09:13:47 UTC 2026","passed","Wed Feb 11 09:14:00 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","36706","Создание тест-кейса через UI","Surefire suite","Wed Feb 11 09:09:19 UTC 2026","passed","Wed Feb 11 09:09:56 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5130","Фильтрация тест-кейсов по типу ","Surefire suite","Wed Feb 11 09:09:06 UTC 2026","passed","Wed Feb 11 09:09:11 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","158","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Wed Feb 11 09:09:19 UTC 2026","passed","Wed Feb 11 09:09:19 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","497","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Wed Feb 11 09:09:18 UTC 2026","passed","Wed Feb 11 09:09:18 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
