"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","6609","Фильтрация тест-кейсов по типу ","Surefire suite","Fri May 22 19:28:27 UTC 2026","passed","Fri May 22 19:28:34 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"","106165","createTestSuite","Surefire suite","Fri May 22 19:23:01 UTC 2026","failed","Fri May 22 19:24:48 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","225","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri May 22 19:28:23 UTC 2026","passed","Fri May 22 19:28:23 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","41568","Создание тест-кейса с разными входными данными","Surefire suite","Fri May 22 19:27:35 UTC 2026","passed","Fri May 22 19:28:16 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1301","Обновление тест-кейса: PATCH, поле type","Surefire suite","Fri May 22 19:28:37 UTC 2026","passed","Fri May 22 19:28:38 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1908","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Fri May 22 19:28:34 UTC 2026","passed","Fri May 22 19:28:36 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","647","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri May 22 19:28:21 UTC 2026","passed","Fri May 22 19:28:22 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","27780","Создание тест-кейса через UI","Surefire suite","Fri May 22 19:25:38 UTC 2026","failed","Fri May 22 19:26:05 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка позитивного сценария добавления тест-кейса в проект.","978","Создание тест-кейса и получение его по id","Surefire suite","Fri May 22 19:28:24 UTC 2026","passed","Fri May 22 19:28:25 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"","14129","Создание проекта без названия: проверка ошибки","Surefire suite","Fri May 22 19:25:23 UTC 2026","passed","Fri May 22 19:25:37 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка успешного удаления проекта и его недоступности после удаления.","971","Удаление проекта","Surefire suite","Fri May 22 19:28:20 UTC 2026","passed","Fri May 22 19:28:21 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","223","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri May 22 19:28:23 UTC 2026","passed","Fri May 22 19:28:24 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","42561","Создание тест-кейса с разными входными данными","Surefire suite","Fri May 22 19:26:06 UTC 2026","passed","Fri May 22 19:26:49 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","690","Создание проекта: проверка полей title и code","Surefire suite","Fri May 22 19:28:18 UTC 2026","passed","Fri May 22 19:28:19 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","1442","Удаление тест-кейса","Surefire suite","Fri May 22 19:28:25 UTC 2026","passed","Fri May 22 19:28:27 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка успешного создания проекта и возможности получить его по коду.","699","Создание проекта","Surefire suite","Fri May 22 19:28:17 UTC 2026","passed","Fri May 22 19:28:18 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка позитивного сценария создания проекта","34272","Создание проекта и его удаление","Surefire suite","Fri May 22 19:24:48 UTC 2026","passed","Fri May 22 19:25:23 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","44612","Создание тест-кейса с разными входными данными","Surefire suite","Fri May 22 19:26:49 UTC 2026","passed","Fri May 22 19:27:34 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
