"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка позитивного сценария добавления тест-кейса в проект.","822","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Nov 28 18:17:12 UTC 2025","passed","Fri Nov 28 18:17:12 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","11838","Создание тест-кейса с разными входными данными","Surefire suite","Fri Nov 28 18:17:42 UTC 2025","passed","Fri Nov 28 18:17:54 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","13504","Создание тест-кейса с разными входными данными","Surefire suite","Fri Nov 28 18:17:54 UTC 2025","failed","Fri Nov 28 18:18:08 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","277","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Nov 28 18:17:14 UTC 2025","passed","Fri Nov 28 18:17:14 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"Проверка позитивного сценария создания проекта","7419","Создание проекта и его удаление","Surefire suite","Fri Nov 28 18:18:20 UTC 2025","passed","Fri Nov 28 18:18:27 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","11111","Создание тест-кейса с разными входными данными","Surefire suite","Fri Nov 28 18:18:08 UTC 2025","failed","Fri Nov 28 18:18:19 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","718","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Nov 28 18:17:14 UTC 2025","passed","Fri Nov 28 18:17:15 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"","92098","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Nov 28 18:18:27 UTC 2025","failed","Fri Nov 28 18:19:59 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
" Проверка базового сценария создания удаления нового проекта","518","Создание и удаление проекта","Surefire suite","Fri Nov 28 18:17:13 UTC 2025","passed","Fri Nov 28 18:17:14 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","25941","Создание тест-кейса через UI","Surefire suite","Fri Nov 28 18:17:15 UTC 2025","failed","Fri Nov 28 18:17:41 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
