"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14694","Создание тест-кейса с разными входными данными","Surefire suite","Mon Dec 22 12:07:10 UTC 2025","passed","Mon Dec 22 12:07:25 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","1920","Создание проекта: проверка корректности полей title и code","Surefire suite","Mon Dec 22 12:06:28 UTC 2025","passed","Mon Dec 22 12:06:29 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","555","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Mon Dec 22 12:05:28 UTC 2025","passed","Mon Dec 22 12:05:29 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"","10157","createTestSuite","Surefire suite","Mon Dec 22 12:15:09 UTC 2025","passed","Mon Dec 22 12:15:19 UTC 2025","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","15822","Создание тест-кейса с разными входными данными","Surefire suite","Mon Dec 22 12:06:54 UTC 2025","passed","Mon Dec 22 12:07:10 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","92183","Создание проекта без названия: проверка ошибки","Surefire suite","Mon Dec 22 12:13:37 UTC 2025","failed","Mon Dec 22 12:15:09 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","92136","Создание тест-кейса с разными входными данными","Surefire suite","Mon Dec 22 12:07:26 UTC 2025","failed","Mon Dec 22 12:08:58 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
" Проверка базового сценария создания удаления нового проекта","1413","Создание и удаление проекта","Surefire suite","Mon Dec 22 12:05:26 UTC 2025","passed","Mon Dec 22 12:05:27 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","11322","Создание тест-кейса через UI","Surefire suite","Mon Dec 22 12:06:41 UTC 2025","failed","Mon Dec 22 12:06:52 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка позитивного сценария создания проекта","91991","Создание проекта и его удаление","Surefire suite","Mon Dec 22 12:12:04 UTC 2025","failed","Mon Dec 22 12:13:36 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка позитивного сценария добавления тест-кейса в проект.","2594","Добавление нового тест-кейса в существующий проект","Surefire suite","Mon Dec 22 12:05:22 UTC 2025","passed","Mon Dec 22 12:05:24 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
