"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка позитивного сценария добавления тест-кейса в проект.","813","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Dec 12 18:19:35 UTC 2025","passed","Fri Dec 12 18:19:35 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","21449","Создание тест-кейса через UI","Surefire suite","Fri Dec 12 18:19:39 UTC 2025","failed","Fri Dec 12 18:20:00 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","8071","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 12 18:21:34 UTC 2025","failed","Fri Dec 12 18:21:42 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","8304","Создание проекта и его удаление","Surefire suite","Fri Dec 12 18:21:51 UTC 2025","passed","Fri Dec 12 18:22:00 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","92332","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 12 18:20:01 UTC 2025","failed","Fri Dec 12 18:21:33 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","329","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Dec 12 18:19:37 UTC 2025","passed","Fri Dec 12 18:19:37 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"","8531","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 12 18:21:42 UTC 2025","failed","Fri Dec 12 18:21:51 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
" Проверка базового сценария создания удаления нового проекта","630","Создание и удаление проекта","Surefire suite","Fri Dec 12 18:19:36 UTC 2025","passed","Fri Dec 12 18:19:37 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"","7774","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Dec 12 18:22:00 UTC 2025","passed","Fri Dec 12 18:22:08 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка корректности данных, возвращаемых при создании проекта","769","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Dec 12 18:19:38 UTC 2025","passed","Fri Dec 12 18:19:39 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
