"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","143","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Mar 20 18:41:21 UTC 2026","passed","Fri Mar 20 18:41:21 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1363","Обновление тест-кейса: PATCH, поле type","Surefire suite","Fri Mar 20 18:41:15 UTC 2026","passed","Fri Mar 20 18:41:16 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","49665","Создание тест-кейса с разными входными данными","Surefire suite","Fri Mar 20 18:38:56 UTC 2026","passed","Fri Mar 20 18:39:46 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","523","Создание проекта: проверка полей title и code","Surefire suite","Fri Mar 20 18:41:18 UTC 2026","passed","Fri Mar 20 18:41:19 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","25466","createTestSuite","Surefire suite","Fri Mar 20 18:40:29 UTC 2026","passed","Fri Mar 20 18:40:54 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5991","Фильтрация тест-кейсов по типу ","Surefire suite","Fri Mar 20 18:41:07 UTC 2026","passed","Fri Mar 20 18:41:13 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка позитивного сценария создания проекта","28599","Создание проекта и его удаление","Surefire suite","Fri Mar 20 18:39:46 UTC 2026","passed","Fri Mar 20 18:40:15 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка позитивного сценария добавления тест-кейса в проект.","5019","Создание тест-кейса и получение его по id","Surefire suite","Fri Mar 20 18:40:55 UTC 2026","passed","Fri Mar 20 18:41:00 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","136664","Создание тест-кейса через UI","Surefire suite","Fri Mar 20 18:34:42 UTC 2026","failed","Fri Mar 20 18:36:58 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","137","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Mar 20 18:41:22 UTC 2026","passed","Fri Mar 20 18:41:22 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка успешного создания проекта и возможности получить его по коду.","560","Создание проекта","Surefire suite","Fri Mar 20 18:41:17 UTC 2026","passed","Fri Mar 20 18:41:18 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","508","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri Mar 20 18:41:20 UTC 2026","passed","Fri Mar 20 18:41:21 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","3113","Удаление тест-кейса","Surefire suite","Fri Mar 20 18:41:03 UTC 2026","passed","Fri Mar 20 18:41:06 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"","47679","Создание тест-кейса с разными входными данными","Surefire suite","Fri Mar 20 18:38:08 UTC 2026","passed","Fri Mar 20 18:38:56 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","13408","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Mar 20 18:40:15 UTC 2026","passed","Fri Mar 20 18:40:28 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","41988","Создание тест-кейса с разными входными данными","Surefire suite","Fri Mar 20 18:37:25 UTC 2026","passed","Fri Mar 20 18:38:07 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка успешного удаления проекта и его недоступности после удаления.","779","Удаление проекта","Surefire suite","Fri Mar 20 18:41:19 UTC 2026","passed","Fri Mar 20 18:41:20 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1527","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Fri Mar 20 18:41:13 UTC 2026","passed","Fri Mar 20 18:41:15 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
