"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","29621","Создание тест-кейса через UI","Surefire suite","Mon Dec 22 12:42:32 UTC 2025","passed","Mon Dec 22 12:43:01 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","13515","Создание тест-кейса с разными входными данными","Surefire suite","Mon Dec 22 12:43:29 UTC 2025","passed","Mon Dec 22 12:43:43 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","1090","Создание проекта: проверка корректности полей title и code","Surefire suite","Mon Dec 22 12:42:30 UTC 2025","passed","Mon Dec 22 12:42:31 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"","13912","Создание тест-кейса с разными входными данными","Surefire suite","Mon Dec 22 12:43:02 UTC 2025","passed","Mon Dec 22 12:43:16 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
" Проверка базового сценария создания удаления нового проекта","987","Создание и удаление проекта","Surefire suite","Mon Dec 22 12:42:28 UTC 2025","passed","Mon Dec 22 12:42:29 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"","11849","Создание тест-кейса с разными входными данными","Surefire suite","Mon Dec 22 12:43:17 UTC 2025","passed","Mon Dec 22 12:43:29 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","8951","Создание проекта и его удаление","Surefire suite","Mon Dec 22 12:43:44 UTC 2025","passed","Mon Dec 22 12:43:52 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","430","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Mon Dec 22 12:42:29 UTC 2025","passed","Mon Dec 22 12:42:30 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"Проверка позитивного сценария добавления тест-кейса в проект.","1075","Добавление нового тест-кейса в существующий проект","Surefire suite","Mon Dec 22 12:42:26 UTC 2025","passed","Mon Dec 22 12:42:27 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","12509","Создание проекта без названия: проверка ошибки","Surefire suite","Mon Dec 22 12:43:53 UTC 2025","passed","Mon Dec 22 12:44:05 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","14720","createTestSuite","Surefire suite","Mon Dec 22 12:44:06 UTC 2025","passed","Mon Dec 22 12:44:21 UTC 2025","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
