"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","859","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri Jan 02 14:10:13 UTC 2026","passed","Fri Jan 02 14:10:14 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithDuplicateCode"
" Проверка сценария создание и удаление нового проекта","1052","Создание и удаление проекта","Surefire suite","Fri Jan 02 14:10:12 UTC 2026","passed","Fri Jan 02 14:10:13 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"","10617","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 02 14:11:00 UTC 2026","passed","Fri Jan 02 14:11:11 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","152","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Jan 02 14:10:14 UTC 2026","passed","Fri Jan 02 14:10:14 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"Проверка позитивного сценария добавления тест-кейса в проект.","877","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Jan 02 14:10:10 UTC 2026","passed","Fri Jan 02 14:10:11 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","9595","createTestSuite","Surefire suite","Fri Jan 02 14:11:37 UTC 2026","passed","Fri Jan 02 14:11:47 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","11079","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 02 14:10:36 UTC 2026","passed","Fri Jan 02 14:10:47 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","17318","Создание проекта и его удаление","Surefire suite","Fri Jan 02 14:11:11 UTC 2026","passed","Fri Jan 02 14:11:29 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","7750","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Jan 02 14:11:29 UTC 2026","passed","Fri Jan 02 14:11:37 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","12176","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 02 14:10:48 UTC 2026","passed","Fri Jan 02 14:11:00 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","20052","Создание тест-кейса через UI","Surefire suite","Fri Jan 02 14:10:16 UTC 2026","passed","Fri Jan 02 14:10:36 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректности данных, возвращаемых при создании проекта","778","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Jan 02 14:10:15 UTC 2026","passed","Fri Jan 02 14:10:16 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
