"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7685","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 10:29:16 UTC 2025","failed","Fri Dec 19 10:29:24 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","11286","createTestSuite","Surefire suite","Fri Dec 19 10:31:10 UTC 2025","passed","Fri Dec 19 10:31:21 UTC 2025","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","92050","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Dec 19 10:29:37 UTC 2025","failed","Fri Dec 19 10:31:09 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","20426","Создание тест-кейса через UI","Surefire suite","Fri Dec 19 10:28:34 UTC 2025","failed","Fri Dec 19 10:28:55 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректности данных, возвращаемых при создании проекта","811","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Dec 19 10:28:33 UTC 2025","passed","Fri Dec 19 10:28:34 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","298","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Dec 19 10:28:33 UTC 2025","passed","Fri Dec 19 10:28:33 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
" Проверка базового сценария создания удаления нового проекта","583","Создание и удаление проекта","Surefire suite","Fri Dec 19 10:28:32 UTC 2025","passed","Fri Dec 19 10:28:32 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"Проверка позитивного сценария добавления тест-кейса в проект.","858","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Dec 19 10:28:30 UTC 2025","passed","Fri Dec 19 10:28:31 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","13578","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 10:28:55 UTC 2025","passed","Fri Dec 19 10:29:09 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","6408","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 10:29:09 UTC 2025","failed","Fri Dec 19 10:29:16 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","12689","Создание проекта и его удаление","Surefire suite","Fri Dec 19 10:29:24 UTC 2025","passed","Fri Dec 19 10:29:37 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
