"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешного удаления проекта и его недоступности после удаления.","783","Удаление проекта","Surefire suite","Thu Feb 12 12:25:13 UTC 2026","passed","Thu Feb 12 12:25:14 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","12725","Создание проекта без названия: проверка ошибки","Surefire suite","Thu Feb 12 12:27:41 UTC 2026","passed","Thu Feb 12 12:27:53 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","567","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Thu Feb 12 12:25:14 UTC 2026","passed","Thu Feb 12 12:25:15 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1632","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Thu Feb 12 12:25:07 UTC 2026","passed","Thu Feb 12 12:25:08 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","25664","Создание тест-кейса через UI","Surefire suite","Thu Feb 12 12:25:18 UTC 2026","passed","Thu Feb 12 12:25:43 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","26079","createTestSuite","Surefire suite","Thu Feb 12 12:27:54 UTC 2026","passed","Thu Feb 12 12:28:20 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","28378","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 12:25:44 UTC 2026","passed","Thu Feb 12 12:26:12 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","560","Создание проекта: проверка полей title и code","Surefire suite","Thu Feb 12 12:25:12 UTC 2026","passed","Thu Feb 12 12:25:12 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"Проверка успешного создания проекта и возможности получить его по коду.","531","Создание проекта","Surefire suite","Thu Feb 12 12:25:10 UTC 2026","passed","Thu Feb 12 12:25:11 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","7799","Фильтрация тест-кейсов по типу ","Surefire suite","Thu Feb 12 12:24:58 UTC 2026","passed","Thu Feb 12 12:25:06 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","161","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Thu Feb 12 12:25:15 UTC 2026","passed","Thu Feb 12 12:25:15 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка позитивного сценария добавления тест-кейса в проект.","1449","Создание тест-кейса и получение его по id","Surefire suite","Thu Feb 12 12:24:55 UTC 2026","passed","Thu Feb 12 12:24:56 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка позитивного сценария создания проекта","26775","Создание проекта и его удаление","Surefire suite","Thu Feb 12 12:27:14 UTC 2026","passed","Thu Feb 12 12:27:40 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1085","Обновление тест-кейса: PATCH, поле type","Surefire suite","Thu Feb 12 12:25:09 UTC 2026","passed","Thu Feb 12 12:25:10 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","545","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Thu Feb 12 12:25:16 UTC 2026","passed","Thu Feb 12 12:25:17 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","29626","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 12:26:43 UTC 2026","passed","Thu Feb 12 12:27:13 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","1266","Удаление тест-кейса","Surefire suite","Thu Feb 12 12:24:57 UTC 2026","passed","Thu Feb 12 12:24:58 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"","29856","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 12:26:13 UTC 2026","passed","Thu Feb 12 12:26:43 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
