"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","225","createTestSuite","Surefire suite","Fri Dec 19 08:03:38 UTC 2025","broken","Fri Dec 19 08:03:39 UTC 2025","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"","228","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Dec 19 08:03:38 UTC 2025","broken","Fri Dec 19 08:03:38 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","314","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Dec 19 08:03:32 UTC 2025","passed","Fri Dec 19 08:03:32 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","1349","Создание тест-кейса через UI","Surefire suite","Fri Dec 19 08:03:34 UTC 2025","broken","Fri Dec 19 08:03:35 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка позитивного сценария добавления тест-кейса в проект.","841","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Dec 19 08:03:30 UTC 2025","passed","Fri Dec 19 08:03:30 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","196","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 08:03:36 UTC 2025","broken","Fri Dec 19 08:03:36 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректности данных, возвращаемых при создании проекта","773","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Dec 19 08:03:33 UTC 2025","passed","Fri Dec 19 08:03:34 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
" Проверка базового сценария создания удаления нового проекта","654","Создание и удаление проекта","Surefire suite","Fri Dec 19 08:03:31 UTC 2025","passed","Fri Dec 19 08:03:32 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"","196","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 08:03:36 UTC 2025","broken","Fri Dec 19 08:03:36 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","201","Создание проекта и его удаление","Surefire suite","Fri Dec 19 08:03:37 UTC 2025","broken","Fri Dec 19 08:03:38 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","205","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 08:03:35 UTC 2025","broken","Fri Dec 19 08:03:36 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
