"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","30983","Создание тест-кейса через UI","Surefire suite","Wed Feb 11 09:19:01 UTC 2026","passed","Wed Feb 11 09:19:32 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка успешного создания проекта и возможности получить его по коду.","564","Создание проекта","Surefire suite","Wed Feb 11 09:18:57 UTC 2026","passed","Wed Feb 11 09:18:57 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","94","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Wed Feb 11 09:19:01 UTC 2026","passed","Wed Feb 11 09:19:01 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","3832","Фильтрация тест-кейсов по типу ","Surefire suite","Wed Feb 11 09:18:50 UTC 2026","passed","Wed Feb 11 09:18:54 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","106","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Wed Feb 11 09:19:00 UTC 2026","passed","Wed Feb 11 09:19:00 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","12245","Создание проекта без названия: проверка ошибки","Surefire suite","Wed Feb 11 09:21:30 UTC 2026","passed","Wed Feb 11 09:21:42 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","32610","createTestSuite","Surefire suite","Wed Feb 11 09:21:43 UTC 2026","passed","Wed Feb 11 09:22:15 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректности данных, возвращаемых при создании проекта","431","Создание проекта: проверка полей title и code","Surefire suite","Wed Feb 11 09:18:58 UTC 2026","passed","Wed Feb 11 09:18:58 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","30836","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 09:19:32 UTC 2026","passed","Wed Feb 11 09:20:03 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1230","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Wed Feb 11 09:18:54 UTC 2026","passed","Wed Feb 11 09:18:55 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","500","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Wed Feb 11 09:18:59 UTC 2026","passed","Wed Feb 11 09:19:00 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","27264","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 09:20:03 UTC 2026","passed","Wed Feb 11 09:20:31 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","27939","Создание проекта и его удаление","Surefire suite","Wed Feb 11 09:21:02 UTC 2026","passed","Wed Feb 11 09:21:30 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка позитивного сценария добавления тест-кейса в проект.","1177","Создание тест-кейса и получение его по id","Surefire suite","Wed Feb 11 09:18:47 UTC 2026","passed","Wed Feb 11 09:18:48 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка успешного удаления проекта и его недоступности после удаления.","530","Удаление проекта","Surefire suite","Wed Feb 11 09:18:59 UTC 2026","passed","Wed Feb 11 09:18:59 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","30733","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 09:20:31 UTC 2026","passed","Wed Feb 11 09:21:02 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","740","Обновление тест-кейса: PATCH, поле type","Surefire suite","Wed Feb 11 09:18:55 UTC 2026","passed","Wed Feb 11 09:18:56 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","948","Удаление тест-кейса","Surefire suite","Wed Feb 11 09:18:49 UTC 2026","passed","Wed Feb 11 09:18:50 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
