"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректного увеличения количества тест-кейсов в проекте.","2319","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"","33363","Создание тест-кейса с разными входными данными","Surefire suite","2026-08-29","passed","2026-08-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","1723","Удаление тест-кейса","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","281","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","33735","Создание тест-кейса с разными входными данными","Surefire suite","2026-08-29","passed","2026-08-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","24417","Создание проекта и его удаление","Surefire suite","2026-08-29","passed","2026-08-29","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1555","Обновление тест-кейса: PATCH, поле type","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","748","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","12484","Создание проекта без названия: проверка ошибки","Surefire suite","2026-08-29","passed","2026-08-29","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"","33631","Создание тест-кейса с разными входными данными","Surefire suite","2026-08-29","passed","2026-08-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария добавления тест-кейса в проект.","1169","Создание тест-кейса и получение его по id","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка успешного создания проекта и возможности получить его по коду.","812","Создание проекта","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"","135077","createTestSuite","Surefire suite","2026-08-29","failed","2026-08-29","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","285","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","8408","Фильтрация тест-кейсов по типу ","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка корректности данных, возвращаемых при создании проекта","834","Создание проекта: проверка полей title и code","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","85201","Создание тест-кейса через UI","Surefire suite","2026-08-29","failed","2026-08-29","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка успешного удаления проекта и его недоступности после удаления.","1056","Удаление проекта","Surefire suite","2026-08-29","passed","2026-08-29","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
