"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Создание тест-кейса с разными входными данными","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария добавления тест-кейса в проект.","0","Создание тест-кейса и получение его по id","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"","0","Создание тест-кейса с разными входными данными","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","0","setUp","Surefire suite","2026-09-12","broken","2026-09-12","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","setUp"
"","0","setUp","Surefire suite","2026-09-12","broken","2026-09-12","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","setUp"
"","0","setUp","Surefire suite","2026-09-12","broken","2026-09-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","setUp"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","0","Фильтрация тест-кейсов по типу ","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"","0","Удаление тест-кейса","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","0","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","0","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","0","Создание проекта без названия: проверка ошибки","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка успешного удаления проекта и его недоступности после удаления.","0","Удаление проекта","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка успешного создания проекта и возможности получить его по коду.","0","Создание проекта","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка позитивного сценария создания проекта","0","Создание проекта и его удаление","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","0","Обновление тест-кейса: PATCH, поле type","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка корректности данных, возвращаемых при создании проекта","0","Создание проекта: проверка полей title и code","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","1","setUp","Surefire suite","2026-09-12","broken","2026-09-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","setUp"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","1","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","1","Создание тест-кейса с разными входными данными","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","0","setUp","Surefire suite","2026-09-12","broken","2026-09-12","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","setUp"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","1","Создание тест-кейса через UI","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","0","createTestSuite","Surefire suite","2026-09-12","skipped","2026-09-12","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректного увеличения количества тест-кейсов в проекте.","0","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","2026-09-12","skipped","2026-09-12","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
