"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка позитивного сценария добавления тест-кейса в проект.","712","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Oct 17 18:14:34 UTC 2025","passed","Fri Oct 17 18:14:35 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"Проверка корректности данных, возвращаемых при создании проекта","964","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Oct 17 18:14:33 UTC 2025","passed","Fri Oct 17 18:14:34 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"","92140","Создание тест-кейса с разными входными данными","Surefire suite","Fri Oct 17 18:15:31 UTC 2025","failed","Fri Oct 17 18:17:03 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","10791","Создание тест-кейса с разными входными данными","Surefire suite","Fri Oct 17 18:15:20 UTC 2025","passed","Fri Oct 17 18:15:30 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","12102","Создание проекта и его удаление","Surefire suite","Fri Oct 17 18:14:35 UTC 2025","passed","Fri Oct 17 18:14:47 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","320","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Oct 17 18:14:33 UTC 2025","passed","Fri Oct 17 18:14:33 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
" Проверка базового сценария создания удаления нового проекта","594","Создание и удаление проекта","Surefire suite","Fri Oct 17 18:14:32 UTC 2025","passed","Fri Oct 17 18:14:32 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","11241","Создание тест-кейса через UI","Surefire suite","Fri Oct 17 18:14:54 UTC 2025","failed","Fri Oct 17 18:15:05 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","13697","Создание тест-кейса с разными входными данными","Surefire suite","Fri Oct 17 18:15:05 UTC 2025","passed","Fri Oct 17 18:15:19 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","5839","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Oct 17 18:14:48 UTC 2025","passed","Fri Oct 17 18:14:53 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
