"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректности данных, возвращаемых при создании проекта","814","Создание проекта: проверка полей title и code","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","14445","Создание проекта без названия: проверка ошибки","Surefire suite","2026-06-26","passed","2026-06-26","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","780","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка позитивного сценария добавления тест-кейса в проект.","1238","Создание тест-кейса и получение его по id","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка позитивного сценария создания проекта","35271","Создание проекта и его удаление","Surefire suite","2026-06-26","passed","2026-06-26","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка корректного увеличения количества тест-кейсов в проекте.","2113","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка успешного удаления проекта и его недоступности после удаления.","1015","Удаление проекта","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка успешного создания проекта и возможности получить его по коду.","1220","Создание проекта","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","238","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","47584","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","239","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","1566","Удаление тест-кейса","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"","53880","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","44613","Создание тест-кейса с разными входными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","7872","Фильтрация тест-кейсов по типу ","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","31610","Создание тест-кейса через UI","Surefire suite","2026-06-26","failed","2026-06-26","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"","65274","createTestSuite","Surefire suite","2026-06-26","failed","2026-06-26","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1452","Обновление тест-кейса: PATCH, поле type","Surefire suite","2026-06-26","passed","2026-06-26","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
