"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1263","Удаление тест-кейса","Surefire suite","Fri Feb 06 12:21:30 UTC 2026","passed","Fri Feb 06 12:21:32 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","144","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Feb 06 12:21:46 UTC 2026","passed","Fri Feb 06 12:21:46 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1566","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Fri Feb 06 12:21:38 UTC 2026","passed","Fri Feb 06 12:21:40 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка корректности данных, возвращаемых при создании проекта","606","Создание проекта: проверка полей title и code","Surefire suite","Fri Feb 06 12:21:43 UTC 2026","passed","Fri Feb 06 12:21:43 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","12096","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Feb 06 12:23:56 UTC 2026","passed","Fri Feb 06 12:24:08 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","34494","Создание тест-кейса через UI","Surefire suite","Fri Feb 06 12:21:47 UTC 2026","passed","Fri Feb 06 12:22:21 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка позитивного сценария добавления тест-кейса в проект.","1449","Создание тест-кейса и получение его по id","Surefire suite","Fri Feb 06 12:21:28 UTC 2026","passed","Fri Feb 06 12:21:30 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"","22759","Создание тест-кейса с разными входными данными","Surefire suite","Fri Feb 06 12:22:22 UTC 2026","failed","Fri Feb 06 12:22:44 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка успешного удаления проекта и его недоступности после удаления.","724","Удаление проекта","Surefire suite","Fri Feb 06 12:21:44 UTC 2026","passed","Fri Feb 06 12:21:44 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1079","Обновление тест-кейса: PATCH, поле type","Surefire suite","Fri Feb 06 12:21:40 UTC 2026","passed","Fri Feb 06 12:21:41 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка успешного создания проекта и возможности получить его по коду.","565","Создание проекта","Surefire suite","Fri Feb 06 12:21:41 UTC 2026","passed","Fri Feb 06 12:21:42 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"","22246","Создание тест-кейса с разными входными данными","Surefire suite","Fri Feb 06 12:22:45 UTC 2026","failed","Fri Feb 06 12:23:07 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","22290","Создание тест-кейса с разными входными данными","Surefire suite","Fri Feb 06 12:23:08 UTC 2026","failed","Fri Feb 06 12:23:30 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5630","Фильтрация тест-кейсов по типу ","Surefire suite","Fri Feb 06 12:21:32 UTC 2026","passed","Fri Feb 06 12:21:38 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","164","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Feb 06 12:21:46 UTC 2026","passed","Fri Feb 06 12:21:47 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","582","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri Feb 06 12:21:45 UTC 2026","passed","Fri Feb 06 12:21:45 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","31138","createTestSuite","Surefire suite","Fri Feb 06 12:24:08 UTC 2026","passed","Fri Feb 06 12:24:39 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка позитивного сценария создания проекта","24654","Создание проекта и его удаление","Surefire suite","Fri Feb 06 12:23:31 UTC 2026","passed","Fri Feb 06 12:23:55 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
