"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","172","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Feb 06 13:07:25 UTC 2026","passed","Fri Feb 06 13:07:25 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1144","Обновление тест-кейса: PATCH, поле type","Surefire suite","Fri Feb 06 13:07:19 UTC 2026","passed","Fri Feb 06 13:07:20 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","26952","Создание тест-кейса с разными входными данными","Surefire suite","Fri Feb 06 13:07:58 UTC 2026","passed","Fri Feb 06 13:08:25 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","12428","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Feb 06 13:09:38 UTC 2026","passed","Fri Feb 06 13:09:50 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","1431","Создание тест-кейса и получение его по id","Surefire suite","Fri Feb 06 13:07:07 UTC 2026","passed","Fri Feb 06 13:07:09 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка корректности данных, возвращаемых при создании проекта","588","Создание проекта: проверка полей title и code","Surefire suite","Fri Feb 06 13:07:21 UTC 2026","passed","Fri Feb 06 13:07:22 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","589","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri Feb 06 13:07:24 UTC 2026","passed","Fri Feb 06 13:07:24 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","15782","Создание тест-кейса с разными входными данными","Surefire suite","Fri Feb 06 13:08:25 UTC 2026","failed","Fri Feb 06 13:08:41 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка успешного удаления проекта и его недоступности после удаления.","738","Удаление проекта","Surefire suite","Fri Feb 06 13:07:22 UTC 2026","passed","Fri Feb 06 13:07:23 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","31622","Создание тест-кейса через UI","Surefire suite","Fri Feb 06 13:07:25 UTC 2026","failed","Fri Feb 06 13:07:57 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5571","Фильтрация тест-кейсов по типу ","Surefire suite","Fri Feb 06 13:07:11 UTC 2026","passed","Fri Feb 06 13:07:16 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"","1256","Удаление тест-кейса","Surefire suite","Fri Feb 06 13:07:09 UTC 2026","passed","Fri Feb 06 13:07:10 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","127","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Feb 06 13:07:25 UTC 2026","passed","Fri Feb 06 13:07:25 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка успешного создания проекта и возможности получить его по коду.","505","Создание проекта","Surefire suite","Fri Feb 06 13:07:20 UTC 2026","passed","Fri Feb 06 13:07:21 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка позитивного сценария создания проекта","25350","Создание проекта и его удаление","Surefire suite","Fri Feb 06 13:09:12 UTC 2026","passed","Fri Feb 06 13:09:37 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","29853","Создание тест-кейса с разными входными данными","Surefire suite","Fri Feb 06 13:08:42 UTC 2026","passed","Fri Feb 06 13:09:11 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1588","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Fri Feb 06 13:07:17 UTC 2026","passed","Fri Feb 06 13:07:18 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"","33659","createTestSuite","Surefire suite","Fri Feb 06 13:09:50 UTC 2026","passed","Fri Feb 06 13:10:24 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
