"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25560","createTestSuite","Surefire suite","Thu Feb 12 14:02:29 UTC 2026","passed","Thu Feb 12 14:02:54 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","130862","Создание тест-кейса через UI","Surefire suite","Thu Feb 12 13:56:18 UTC 2026","failed","Thu Feb 12 13:58:29 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","4993","Фильтрация тест-кейсов по типу ","Surefire suite","Thu Feb 12 13:56:05 UTC 2026","passed","Thu Feb 12 13:56:10 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка корректности данных, возвращаемых при создании проекта","562","Создание проекта: проверка полей title и code","Surefire suite","Thu Feb 12 13:56:14 UTC 2026","passed","Thu Feb 12 13:56:15 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","1420","Удаление тест-кейса","Surefire suite","Thu Feb 12 13:56:03 UTC 2026","passed","Thu Feb 12 13:56:04 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка позитивного сценария создания проекта","23936","Создание проекта и его удаление","Surefire suite","Thu Feb 12 14:01:52 UTC 2026","passed","Thu Feb 12 14:02:15 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","36233","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 14:01:15 UTC 2026","passed","Thu Feb 12 14:01:51 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","507","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Thu Feb 12 13:56:16 UTC 2026","passed","Thu Feb 12 13:56:17 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","988","Обновление тест-кейса: PATCH, поле type","Surefire suite","Thu Feb 12 13:56:12 UTC 2026","passed","Thu Feb 12 13:56:13 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка позитивного сценария добавления тест-кейса в проект.","1413","Создание тест-кейса и получение его по id","Surefire suite","Thu Feb 12 13:56:01 UTC 2026","passed","Thu Feb 12 13:56:02 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","150","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Thu Feb 12 13:56:18 UTC 2026","passed","Thu Feb 12 13:56:18 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка успешного удаления проекта и его недоступности после удаления.","723","Удаление проекта","Surefire suite","Thu Feb 12 13:56:15 UTC 2026","passed","Thu Feb 12 13:56:16 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","12550","Создание проекта без названия: проверка ошибки","Surefire suite","Thu Feb 12 14:02:16 UTC 2026","passed","Thu Feb 12 14:02:28 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка успешного создания проекта и возможности получить его по коду.","497","Создание проекта","Surefire suite","Thu Feb 12 13:56:13 UTC 2026","passed","Thu Feb 12 13:56:14 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"","41737","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 13:58:30 UTC 2026","passed","Thu Feb 12 13:59:11 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","122362","Создание тест-кейса с разными входными данными","Surefire suite","Thu Feb 12 13:59:12 UTC 2026","failed","Thu Feb 12 14:01:14 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","150","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Thu Feb 12 13:56:17 UTC 2026","passed","Thu Feb 12 13:56:17 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1435","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Thu Feb 12 13:56:10 UTC 2026","passed","Thu Feb 12 13:56:11 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
