"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1063","Удаление тест-кейса","Surefire suite","Fri Jan 30 13:16:57 UTC 2026","passed","Fri Jan 30 13:16:58 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","31440","Создание тест-кейса через UI","Surefire suite","Fri Jan 30 13:17:09 UTC 2026","passed","Fri Jan 30 13:17:41 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректности данных, возвращаемых при создании проекта","482","Создание проекта: проверка полей title и code","Surefire suite","Fri Jan 30 13:17:06 UTC 2026","passed","Fri Jan 30 13:17:07 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","23936","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 30 13:18:41 UTC 2026","failed","Fri Jan 30 13:19:05 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","100","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Jan 30 13:17:09 UTC 2026","passed","Fri Jan 30 13:17:09 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка успешного удаления проекта и его недоступности после удаления.","613","Удаление проекта","Surefire suite","Fri Jan 30 13:17:07 UTC 2026","passed","Fri Jan 30 13:17:08 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","11627","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Jan 30 13:19:31 UTC 2026","passed","Fri Jan 30 13:19:42 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","1310","Создание тест-кейса и получение его по id","Surefire suite","Fri Jan 30 13:16:55 UTC 2026","passed","Fri Jan 30 13:16:56 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","927","Обновление тест-кейса: PATCH, поле type","Surefire suite","Fri Jan 30 13:17:04 UTC 2026","passed","Fri Jan 30 13:17:05 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1213","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Fri Jan 30 13:17:02 UTC 2026","passed","Fri Jan 30 13:17:04 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка позитивного сценария создания проекта","24662","Создание проекта и его удаление","Surefire suite","Fri Jan 30 13:19:06 UTC 2026","passed","Fri Jan 30 13:19:30 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","34312","createTestSuite","Surefire suite","Fri Jan 30 13:19:43 UTC 2026","passed","Fri Jan 30 13:20:17 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","119","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Jan 30 13:17:09 UTC 2026","passed","Fri Jan 30 13:17:09 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","19579","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 30 13:18:19 UTC 2026","failed","Fri Jan 30 13:18:38 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка успешного создания проекта и возможности получить его по коду.","431","Создание проекта","Surefire suite","Fri Jan 30 13:17:05 UTC 2026","passed","Fri Jan 30 13:17:06 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","4313","Фильтрация тест-кейсов по типу ","Surefire suite","Fri Jan 30 13:16:58 UTC 2026","passed","Fri Jan 30 13:17:02 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","460","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri Jan 30 13:17:08 UTC 2026","passed","Fri Jan 30 13:17:08 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"","37497","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 30 13:17:41 UTC 2026","passed","Fri Jan 30 13:18:19 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
