"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","998","Обновление тест-кейса: PATCH, поле type","Surefire suite","Wed Feb 11 13:02:23 UTC 2026","passed","Wed Feb 11 13:02:24 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"Проверка успешного создания проекта и возможности получить его по коду.","543","Создание проекта","Surefire suite","Wed Feb 11 13:02:24 UTC 2026","passed","Wed Feb 11 13:02:25 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"","27859","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 13:03:24 UTC 2026","passed","Wed Feb 11 13:03:51 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","148","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Wed Feb 11 13:02:29 UTC 2026","passed","Wed Feb 11 13:02:29 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректного увеличения количества тест-кейсов в проекте.","1415","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Wed Feb 11 13:02:21 UTC 2026","passed","Wed Feb 11 13:02:23 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","24931","Создание тест-кейса через UI","Surefire suite","Wed Feb 11 13:02:30 UTC 2026","passed","Wed Feb 11 13:02:55 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","573","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Wed Feb 11 13:02:28 UTC 2026","passed","Wed Feb 11 13:02:28 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка корректности данных, возвращаемых при создании проекта","581","Создание проекта: проверка полей title и code","Surefire suite","Wed Feb 11 13:02:25 UTC 2026","passed","Wed Feb 11 13:02:26 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"","27286","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 13:03:52 UTC 2026","passed","Wed Feb 11 13:04:19 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","150","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Wed Feb 11 13:02:29 UTC 2026","passed","Wed Feb 11 13:02:29 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","5566","Фильтрация тест-кейсов по типу ","Surefire suite","Wed Feb 11 13:02:15 UTC 2026","passed","Wed Feb 11 13:02:21 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"","28150","Создание тест-кейса с разными входными данными","Surefire suite","Wed Feb 11 13:02:55 UTC 2026","passed","Wed Feb 11 13:03:23 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария создания проекта","23597","Создание проекта и его удаление","Surefire suite","Wed Feb 11 13:04:20 UTC 2026","passed","Wed Feb 11 13:04:43 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","15555","Создание проекта без названия: проверка ошибки","Surefire suite","Wed Feb 11 13:04:44 UTC 2026","passed","Wed Feb 11 13:04:59 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","1494","Создание тест-кейса и получение его по id","Surefire suite","Wed Feb 11 13:02:12 UTC 2026","passed","Wed Feb 11 13:02:13 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка успешного удаления проекта и его недоступности после удаления.","718","Удаление проекта","Surefire suite","Wed Feb 11 13:02:27 UTC 2026","passed","Wed Feb 11 13:02:27 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"","1243","Удаление тест-кейса","Surefire suite","Wed Feb 11 13:02:14 UTC 2026","passed","Wed Feb 11 13:02:15 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"","122480","createTestSuite","Surefire suite","Wed Feb 11 13:05:00 UTC 2026","failed","Wed Feb 11 13:07:03 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
