"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","67847","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 23 18:22:45 UTC 2026","failed","Fri Jan 23 18:23:53 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка корректного увеличения количества тест-кейсов в проекте.","2254","Добавление нескольких тест-кейсов и проверка их количества в проекте","Surefire suite","Fri Jan 23 18:20:58 UTC 2026","passed","Fri Jan 23 18:21:00 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldIncreaseTestCaseCountInProject"
"","4619","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Jan 23 18:29:27 UTC 2026","passed","Fri Jan 23 18:29:31 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка позитивного сценария добавления тест-кейса в проект.","1891","Создание тест-кейса и получение его по id","Surefire suite","Fri Jan 23 18:20:44 UTC 2026","passed","Fri Jan 23 18:20:46 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldCreateTestCaseInProject"
"Проверка позитивного сценария создания проекта","65416","Создание проекта и его удаление","Surefire suite","Fri Jan 23 18:28:21 UTC 2026","failed","Fri Jan 23 18:29:26 UTC 2026","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"Проверка уникальности project code: повторное создание проекта с тем же code запрещено.","736","Создание проекта с уже существующим code должно вернуть ошибку","Surefire suite","Fri Jan 23 18:21:07 UTC 2026","passed","Fri Jan 23 18:21:08 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithDuplicateCode"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","94299","Создание тест-кейса через UI","Surefire suite","Fri Jan 23 18:21:10 UTC 2026","failed","Fri Jan 23 18:22:45 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка успешного удаления проекта и его недоступности после удаления.","1005","Удаление проекта","Surefire suite","Fri Jan 23 18:21:06 UTC 2026","passed","Fri Jan 23 18:21:07 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldDeleteProjectAndMakeItUnavailable"
"Проверка корректности данных, возвращаемых при создании проекта","736","Создание проекта: проверка полей title и code","Surefire suite","Fri Jan 23 18:21:04 UTC 2026","passed","Fri Jan 23 18:21:05 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndReturnCorrectTitleAndCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","250","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Jan 23 18:21:09 UTC 2026","passed","Fri Jan 23 18:21:09 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","68154","createTestSuite","Surefire suite","Fri Jan 23 18:29:32 UTC 2026","failed","Fri Jan 23 18:30:40 UTC 2026","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
"Проверка корректной фильтрации тест-кейсов:
- создаётся проект
- добавляются тест-кейсы с разными типами
- выполняется фильтрация по типу SMOKE
- проверяется количество отфильтрованных тест-кейсов
","7538","Фильтрация тест-кейсов по типу ","Surefire suite","Fri Jan 23 18:20:49 UTC 2026","passed","Fri Jan 23 18:20:57 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldFilterCasesByType"
"Проверка успешного создания проекта и возможности получить его по коду.","756","Создание проекта","Surefire suite","Fri Jan 23 18:21:03 UTC 2026","passed","Fri Jan 23 18:21:03 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldCreateProjectAndBeAvailableByCode"
"Проверка валидации: при создании проекта без обязательного поля Title сервер возвращает ошибку.","251","Создание проекта без Title должно вернуть ошибку 400","Surefire suite","Fri Jan 23 18:21:10 UTC 2026","passed","Fri Jan 23 18:21:10 UTC 2026","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","shouldFailToCreateProjectWithoutTitle"
"","65194","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 23 18:23:54 UTC 2026","failed","Fri Jan 23 18:24:59 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","1709","Удаление тест-кейса","Surefire suite","Fri Jan 23 18:20:47 UTC 2026","passed","Fri Jan 23 18:20:49 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldDeleteTestCase"
"Проверка корректного обновления тест-кейса методом PATCH на примере поля type.","1515","Обновление тест-кейса: PATCH, поле type","Surefire suite","Fri Jan 23 18:21:00 UTC 2026","passed","Fri Jan 23 18:21:02 UTC 2026","tests.api.CaseTest","Surefire test","tests.api.CaseTest","shouldUpdateTestCase"
"","66852","Создание тест-кейса с разными входными данными","Surefire suite","Fri Jan 23 18:25:00 UTC 2026","failed","Fri Jan 23 18:26:07 UTC 2026","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
