"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
" Проверка базового сценария создания удаления нового проекта","746","Создание и удаление проекта","Surefire suite","Fri Dec 19 11:41:08 UTC 2025","passed","Fri Dec 19 11:41:09 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateAndDeleteProject"
"","12125","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 11:41:30 UTC 2025","passed","Fri Dec 19 11:41:42 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка позитивного сценария добавления тест-кейса в проект.","916","Добавление нового тест-кейса в существующий проект","Surefire suite","Fri Dec 19 11:41:06 UTC 2025","passed","Fri Dec 19 11:41:07 UTC 2025","tests.api.CaseTest","Surefire test","tests.api.CaseTest","addCaseToProject"
"","13324","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 11:41:51 UTC 2025","passed","Fri Dec 19 11:42:04 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"","7493","Создание тест-кейса с разными входными данными","Surefire suite","Fri Dec 19 11:41:43 UTC 2025","failed","Fri Dec 19 11:41:50 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","testCaseShouldHasCorrectSpecs"
"Проверка, что при создании проекта без обязательного поля Title сервер корректно возвращает ошибку (status=false, code=400).","318","Создание проекта без обязательного поля Title должно вернуть ошибку 400","Surefire suite","Fri Dec 19 11:41:09 UTC 2025","passed","Fri Dec 19 11:41:09 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProjectFailsWithoutTitle"
"Проверка позитивного сценария создания проекта","11070","Создание проекта и его удаление","Surefire suite","Fri Dec 19 11:42:04 UTC 2025","passed","Fri Dec 19 11:42:15 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","92101","Создание проекта без названия: проверка ошибки","Surefire suite","Fri Dec 19 11:42:16 UTC 2025","failed","Fri Dec 19 11:43:48 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProjectWithNegative"
"Проверка, что пользователь может создать тест-кейс через веб-интерфейс","18829","Создание тест-кейса через UI","Surefire suite","Fri Dec 19 11:41:11 UTC 2025","broken","Fri Dec 19 11:41:29 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка корректности данных, возвращаемых при создании проекта","780","Создание проекта: проверка корректности полей title и code","Surefire suite","Fri Dec 19 11:41:10 UTC 2025","passed","Fri Dec 19 11:41:10 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","cheсkFieldCreateFormNewProject"
"","13073","createTestSuite","Surefire suite","Fri Dec 19 11:43:48 UTC 2025","passed","Fri Dec 19 11:44:01 UTC 2025","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createTestSuite"
